id_subsistema;nom_subsistema;din_instante;val_cargaenergiahomwmed
NE;NORDESTE;2025-04-13 09:00:00;11185.594
S;SUL;2025-04-13 09:00:00;10892.787
SE;SUDESTE;2025-04-13 09:00:00;38097.132
N;NORTE;2025-04-13 10:00:00;6983.817
NE;NORDESTE;2025-04-13 10:00:00;11356.851
S;SUL;2025-04-13 10:00:00;11588.37
SE;SUDESTE;2025-04-13 10:00:00;38475.984
N;NORTE;2025-04-13 11:00:00;7062.481
NE;NORDESTE;2025-04-13 11:00:00;11352.354
S;SUL;2025-04-13 11:00:00;11989.09499999
SE;SUDESTE;2025-04-13 11:00:00;39857.198
N;NORTE;2025-04-13 12:00:00;7060.96099999
NE;NORDESTE;2025-04-13 12:00:00;11217.32399999
S;SUL;2025-04-13 12:00:00;11345.428
SE;SUDESTE;2025-04-13 12:00:00;40656.835
N;NORTE;2025-04-13 13:00:00;7092.668
NE;NORDESTE;2025-04-13 13:00:00;11178.89
S;SUL;2025-04-13 13:00:00;10693.52599999
SE;SUDESTE;2025-04-13 13:00:00;40241.814
N;NORTE;2025-04-13 14:00:00;7404.582
NE;NORDESTE;2025-04-13 14:00:00;11290.999
S;SUL;2025-04-13 14:00:00;10275.744
SE;SUDESTE;2025-04-13 14:00:00;39756.41099999
N;NORTE;2025-04-13 15:00:00;7319.956
NE;NORDESTE;2025-04-13 15:00:00;11623.65899999
S;SUL;2025-04-13 15:00:00;10090.004
SE;SUDESTE;2025-04-13 15:00:00;39838.60899999
N;NORTE;2025-04-13 16:00:00;7247.631
NE;NORDESTE;2025-04-13 16:00:00;11945.171
S;SUL;2025-04-13 16:00:00;10474.94299999
SE;SUDESTE;2025-04-13 16:00:00;41062.701
N;NORTE;2025-04-13 17:00:00;7289.91999999
NE;NORDESTE;2025-04-13 17:00:00;12930.533
S;SUL;2025-04-13 17:00:00;11522.581
SE;SUDESTE;2025-04-13 17:00:00;43722.30499999
N;NORTE;2025-04-13 18:00:00;7689.72799999
NE;NORDESTE;2025-04-13 18:00:00;14192.77999999
S;SUL;2025-04-13 18:00:00;13160.878
SE;SUDESTE;2025-04-13 18:00:00;47470.194
N;NORTE;2025-04-13 19:00:00;7880.47699999
NE;NORDESTE;2025-04-13 19:00:00;14154.00699999
S;SUL;2025-04-13 19:00:00;13414.941
SE;SUDESTE;2025-04-13 19:00:00;47333.824
N;NORTE;2025-04-13 20:00:00;7960.643
NE;NORDESTE;2025-04-13 20:00:00;14250.557
S;SUL;2025-04-13 20:00:00;12813.312
SE;SUDESTE;2025-04-13 20:00:00;46804.777
N;NORTE;2025-04-13 21:00:00;8126.49599999
NE;NORDESTE;2025-04-13 21:00:00;14467.99499999
S;SUL;2025-04-13 21:00:00;12240.32
SE;SUDESTE;2025-04-13 21:00:00;46090.15
N;NORTE;2025-04-13 22:00:00;8291.79799999
NE;NORDESTE;2025-04-13 22:00:00;14517.866
S;SUL;2025-04-13 22:00:00;11592.0
SE;SUDESTE;2025-04-13 22:00:00;44701.995
N;NORTE;2025-04-13 23:00:00;8319.28899999
NE;NORDESTE;2025-04-13 23:00:00;14238.73999999
S;SUL;2025-04-13 23:00:00;10666.739
SE;SUDESTE;2025-04-13 23:00:00;42294.32199999
N;NORTE;2025-04-14 00:00:00;8246.367
NE;NORDESTE;2025-04-14 00:00:00;13787.566
S;SUL;2025-04-14 00:00:00;9970.474
SE;SUDESTE;2025-04-14 00:00:00;40253.061
N;NORTE;2025-04-14 01:00:00;8004.47899999
NE;NORDESTE;2025-04-14 01:00:00;13447.07299999
S;SUL;2025-04-14 01:00:00;9539.672
SE;SUDESTE;2025-04-14 01:00:00;38664.022
N;NORTE;2025-04-14 02:00:00;7770.774
NE;NORDESTE;2025-04-14 02:00:00;13144.767
S;SUL;2025-04-14 02:00:00;9297.15699999
SE;SUDESTE;2025-04-14 02:00:00;37450.771
N;NORTE;2025-04-14 03:00:00;7691.71699999
NE;NORDESTE;2025-04-14 03:00:00;12884.071
S;SUL;2025-04-14 03:00:00;9285.464
SE;SUDESTE;2025-04-14 03:00:00;36907.772
N;NORTE;2025-04-14 04:00:00;7682.92299999
NE;NORDESTE;2025-04-14 04:00:00;12878.189
S;SUL;2025-04-14 04:00:00;9505.367
SE;SUDESTE;2025-04-14 04:00:00;37422.796
N;NORTE;2025-04-14 05:00:00;7740.783
NE;NORDESTE;2025-04-14 05:00:00;12748.958
S;SUL;2025-04-14 05:00:00;10321.429
SE;SUDESTE;2025-04-14 05:00:00;39581.57999999
N;NORTE;2025-04-14 06:00:00;7505.27099999
NE;NORDESTE;2025-04-14 06:00:00;12530.255
S;SUL;2025-04-14 06:00:00;11918.29899999
SE;SUDESTE;2025-04-14 06:00:00;42602.423
N;NORTE;2025-04-14 07:00:00;7479.89699999
NE;NORDESTE;2025-04-14 07:00:00;12904.772
S;SUL;2025-04-14 07:00:00;13170.27
SE;SUDESTE;2025-04-14 07:00:00;45480.511
N;NORTE;2025-04-14 08:00:00;7773.266
NE;NORDESTE;2025-04-14 08:00:00;13579.366
S;SUL;2025-04-14 08:00:00;13795.94699999
SE;SUDESTE;2025-04-14 08:00:00;47917.606
N;NORTE;2025-04-14 09:00:00;8052.351
NE;NORDESTE;2025-04-14 09:00:00;13915.656
S;SUL;2025-04-14 09:00:00;13609.805
SE;SUDESTE;2025-04-14 09:00:00;48884.442
N;NORTE;2025-04-14 10:00:00;8260.327
NE;NORDESTE;2025-04-14 10:00:00;14235.91
S;SUL;2025-04-14 10:00:00;13933.755
SE;SUDESTE;2025-04-14 10:00:00;49929.049
N;NORTE;2025-04-14 11:00:00;8245.382
NE;NORDESTE;2025-04-14 11:00:00;14207.22399999
S;SUL;2025-04-14 11:00:00;14159.517
SE;SUDESTE;2025-04-14 11:00:00;50803.03699999
N;NORTE;2025-04-14 12:00:00;8056.52
NE;NORDESTE;2025-04-14 12:00:00;13832.919
S;SUL;2025-04-14 12:00:00;13196.165
SE;SUDESTE;2025-04-14 12:00:00;49520.27
N;NORTE;2025-04-14 13:00:00;8393.668
NE;NORDESTE;2025-04-14 13:00:00;14187.061
S;SUL;2025-04-14 13:00:00;13715.47399999
SE;SUDESTE;2025-04-14 13:00:00;49480.547
N;NORTE;2025-04-14 14:00:00;8816.16299999
NE;NORDESTE;2025-04-14 14:00:00;14734.35899999
S;SUL;2025-04-14 14:00:00;14125.482
SE;SUDESTE;2025-04-14 14:00:00;49946.93999999
N;NORTE;2025-04-14 15:00:00;8945.51399999
NE;NORDESTE;2025-04-14 15:00:00;14985.181
S;SUL;2025-04-14 15:00:00;14291.401
SE;SUDESTE;2025-04-14 15:00:00;50052.878
N;NORTE;2025-04-14 16:00:00;8669.50099999
NE;NORDESTE;2025-04-14 16:00:00;15157.545
S;SUL;2025-04-14 16:00:00;14719.808
SE;SUDESTE;2025-04-14 16:00:00;49851.317
N;NORTE;2025-04-14 17:00:00;8286.257
NE;NORDESTE;2025-04-14 17:00:00;15120.332
S;SUL;2025-04-14 17:00:00;14888.704
SE;SUDESTE;2025-04-14 17:00:00;49128.686
N;NORTE;2025-04-14 18:00:00;8198.626
NE;NORDESTE;2025-04-14 18:00:00;15480.74
S;SUL;2025-04-14 18:00:00;15679.961
SE;SUDESTE;2025-04-14 18:00:00;51229.16999999
N;NORTE;2025-04-14 19:00:00;8389.02299999
NE;NORDESTE;2025-04-14 19:00:00;15360.54699999
S;SUL;2025-04-14 19:00:00;15903.925
SE;SUDESTE;2025-04-14 19:00:00;51332.60099999
N;NORTE;2025-04-14 20:00:00;8491.014
NE;NORDESTE;2025-04-14 20:00:00;15411.612
S;SUL;2025-04-14 20:00:00;15121.808
SE;SUDESTE;2025-04-14 20:00:00;50739.37399999
N;NORTE;2025-04-14 21:00:00;8621.27499999
NE;NORDESTE;2025-04-14 21:00:00;15837.939
S;SUL;2025-04-14 21:00:00;14490.888
SE;SUDESTE;2025-04-14 21:00:00;49737.477
N;NORTE;2025-04-14 22:00:00;8683.571
NE;NORDESTE;2025-04-14 22:00:00;15800.56699999
S;SUL;2025-04-14 22:00:00;13506.357
SE;SUDESTE;2025-04-14 22:00:00;47285.464
N;NORTE;2025-04-14 23:00:00;8574.94099999
NE;NORDESTE;2025-04-14 23:00:00;15382.828
S;SUL;2025-04-14 23:00:00;12257.111
SE;SUDESTE;2025-04-14 23:00:00;44282.31399999
N;NORTE;2025-04-15 00:00:00;8421.173
NE;NORDESTE;2025-04-15 00:00:00;14900.278
S;SUL;2025-04-15 00:00:00;11235.524
SE;SUDESTE;2025-04-15 00:00:00;41341.376
N;NORTE;2025-04-15 01:00:00;8302.01
NE;NORDESTE;2025-04-15 01:00:00;14400.685
S;SUL;2025-04-15 01:00:00;10613.44299999
SE;SUDESTE;2025-04-15 01:00:00;39327.214
N;NORTE;2025-04-15 02:00:00;8103.908
NE;NORDESTE;2025-04-15 02:00:00;14053.20799999
S;SUL;2025-04-15 02:00:00;10189.74399999
SE;SUDESTE;2025-04-15 02:00:00;38144.509
N;NORTE;2025-04-15 03:00:00;7946.53499999
NE;NORDESTE;2025-04-15 03:00:00;13756.909
S;SUL;2025-04-15 03:00:00;10120.408
SE;SUDESTE;2025-04-15 03:00:00;37546.00099999
N;NORTE;2025-04-15 04:00:00;7779.105
NE;NORDESTE;2025-04-15 04:00:00;13605.054
S;SUL;2025-04-15 04:00:00;10266.133
SE;SUDESTE;2025-04-15 04:00:00;37858.32099999
N;NORTE;2025-04-15 05:00:00;7645.67999999
NE;NORDESTE;2025-04-15 05:00:00;13290.057
S;SUL;2025-04-15 05:00:00;11048.685
SE;SUDESTE;2025-04-15 05:00:00;39673.937
N;NORTE;2025-04-15 06:00:00;7336.274
NE;NORDESTE;2025-04-15 06:00:00;13112.302
S;SUL;2025-04-15 06:00:00;12569.024
SE;SUDESTE;2025-04-15 06:00:00;42301.645
N;NORTE;2025-04-15 07:00:00;7377.58
NE;NORDESTE;2025-04-15 07:00:00;13577.47
S;SUL;2025-04-15 07:00:00;13829.04
SE;SUDESTE;2025-04-15 07:00:00;44934.047
N;NORTE;2025-04-15 08:00:00;7809.055
NE;NORDESTE;2025-04-15 08:00:00;14358.59999999
S;SUL;2025-04-15 08:00:00;14525.614
SE;SUDESTE;2025-04-15 08:00:00;46650.778
N;NORTE;2025-04-15 09:00:00;8059.999
NE;NORDESTE;2025-04-15 09:00:00;14588.75499999
S;SUL;2025-04-15 09:00:00;14610.833
SE;SUDESTE;2025-04-15 09:00:00;47446.302
N;NORTE;2025-04-15 10:00:00;8208.128
NE;NORDESTE;2025-04-15 10:00:00;14752.368
S;SUL;2025-04-15 10:00:00;14734.399
SE;SUDESTE;2025-04-15 10:00:00;48657.274
N;NORTE;2025-04-15 11:00:00;8237.71099999
NE;NORDESTE;2025-04-15 11:00:00;14654.18499999
S;SUL;2025-04-15 11:00:00;14824.93699999
SE;SUDESTE;2025-04-15 11:00:00;49161.517
N;NORTE;2025-04-15 12:00:00;8260.838
NE;NORDESTE;2025-04-15 12:00:00;14334.46699999
S;SUL;2025-04-15 12:00:00;13965.933
SE;SUDESTE;2025-04-15 12:00:00;48046.506
N;NORTE;2025-04-15 13:00:00;8547.82399999
NE;NORDESTE;2025-04-15 13:00:00;14731.138
S;SUL;2025-04-15 13:00:00;14663.473
SE;SUDESTE;2025-04-15 13:00:00;49105.499
N;NORTE;2025-04-15 14:00:00;8859.849
NE;NORDESTE;2025-04-15 14:00:00;15124.527
S;SUL;2025-04-15 14:00:00;15088.846
SE;SUDESTE;2025-04-15 14:00:00;49634.373
N;NORTE;2025-04-15 15:00:00;9108.681
NE;NORDESTE;2025-04-15 15:00:00;15401.147
S;SUL;2025-04-15 15:00:00;15333.81499999
SE;SUDESTE;2025-04-15 15:00:00;50196.188
N;NORTE;2025-04-15 16:00:00;8802.42499999
NE;NORDESTE;2025-04-15 16:00:00;15353.75499999
S;SUL;2025-04-15 16:00:00;15607.91999999
SE;SUDESTE;2025-04-15 16:00:00;50824.34999999
N;NORTE;2025-04-15 17:00:00;8383.858
NE;NORDESTE;2025-04-15 17:00:00;15233.082
S;SUL;2025-04-15 17:00:00;15397.833
SE;SUDESTE;2025-04-15 17:00:00;49875.453
N;NORTE;2025-04-15 18:00:00;8266.64699999
NE;NORDESTE;2025-04-15 18:00:00;15689.285
S;SUL;2025-04-15 18:00:00;16188.546
SE;SUDESTE;2025-04-15 18:00:00;51890.674
N;NORTE;2025-04-15 19:00:00;8459.06199999
NE;NORDESTE;2025-04-15 19:00:00;15548.786
S;SUL;2025-04-15 19:00:00;16210.2
SE;SUDESTE;2025-04-15 19:00:00;51513.644
N;NORTE;2025-04-15 20:00:00;8549.96099999
NE;NORDESTE;2025-04-15 20:00:00;15482.326
S;SUL;2025-04-15 20:00:00;15400.59
SE;SUDESTE;2025-04-15 20:00:00;50760.224
N;NORTE;2025-04-15 21:00:00;8705.09
NE;NORDESTE;2025-04-15 21:00:00;15852.36799999
S;SUL;2025-04-15 21:00:00;14775.015
SE;SUDESTE;2025-04-15 21:00:00;49890.40099999
N;NORTE;2025-04-15 22:00:00;8804.62699999
NE;NORDESTE;2025-04-15 22:00:00;15806.032
S;SUL;2025-04-15 22:00:00;13796.575
SE;SUDESTE;2025-04-15 22:00:00;47323.947
N;NORTE;2025-04-15 23:00:00;8757.285
NE;NORDESTE;2025-04-15 23:00:00;15338.30299999
S;SUL;2025-04-15 23:00:00;12520.721
SE;SUDESTE;2025-04-15 23:00:00;44180.032
N;NORTE;2025-04-16 00:00:00;8651.06
NE;NORDESTE;2025-04-16 00:00:00;14736.698
S;SUL;2025-04-16 00:00:00;11584.405
SE;SUDESTE;2025-04-16 00:00:00;41272.34499999
N;NORTE;2025-04-16 01:00:00;8466.91
NE;NORDESTE;2025-04-16 01:00:00;14277.29999999
S;SUL;2025-04-16 01:00:00;10900.11299999
SE;SUDESTE;2025-04-16 01:00:00;39112.598
N;NORTE;2025-04-16 02:00:00;8287.82299999
NE;NORDESTE;2025-04-16 02:00:00;13965.137
S;SUL;2025-04-16 02:00:00;10511.65399999
SE;SUDESTE;2025-04-16 02:00:00;38000.731
N;NORTE;2025-04-16 03:00:00;8109.274
NE;NORDESTE;2025-04-16 03:00:00;13686.682
S;SUL;2025-04-16 03:00:00;10404.717
SE;SUDESTE;2025-04-16 03:00:00;37501.99999999
N;NORTE;2025-04-16 04:00:00;7976.818
NE;NORDESTE;2025-04-16 04:00:00;13525.495
S;SUL;2025-04-16 04:00:00;10574.77899999
SE;SUDESTE;2025-04-16 04:00:00;37737.75
N;NORTE;2025-04-16 05:00:00;7848.652
NE;NORDESTE;2025-04-16 05:00:00;13152.423
S;SUL;2025-04-16 05:00:00;11359.354
SE;SUDESTE;2025-04-16 05:00:00;39734.91399999
N;NORTE;2025-04-16 06:00:00;7554.57699999
NE;NORDESTE;2025-04-16 06:00:00;12781.227
S;SUL;2025-04-16 06:00:00;12937.142
SE;SUDESTE;2025-04-16 06:00:00;42566.15999999
N;NORTE;2025-04-16 07:00:00;7636.181
NE;NORDESTE;2025-04-16 07:00:00;13239.285
S;SUL;2025-04-16 07:00:00;14277.271
SE;SUDESTE;2025-04-16 07:00:00;45245.681
N;NORTE;2025-04-16 08:00:00;8003.871
NE;NORDESTE;2025-04-16 08:00:00;13931.93699999
S;SUL;2025-04-16 08:00:00;15173.793
SE;SUDESTE;2025-04-16 08:00:00;47823.584
N;NORTE;2025-04-16 09:00:00;8305.44099999
NE;NORDESTE;2025-04-16 09:00:00;14140.911
S;SUL;2025-04-16 09:00:00;15291.048
SE;SUDESTE;2025-04-16 09:00:00;48489.998
N;NORTE;2025-04-16 10:00:00;8521.50699999
NE;NORDESTE;2025-04-16 10:00:00;14448.22799999
S;SUL;2025-04-16 10:00:00;15490.096
SE;SUDESTE;2025-04-16 10:00:00;49412.629
N;NORTE;2025-04-16 11:00:00;8688.14999999
NE;NORDESTE;2025-04-16 11:00:00;14355.602
S;SUL;2025-04-16 11:00:00;15564.33599999
SE;SUDESTE;2025-04-16 11:00:00;49160.478
N;NORTE;2025-04-16 12:00:00;8697.531
NE;NORDESTE;2025-04-16 12:00:00;13961.01599999
S;SUL;2025-04-16 12:00:00;14561.12299999
SE;SUDESTE;2025-04-16 12:00:00;47337.603
N;NORTE;2025-04-16 13:00:00;8906.833
NE;NORDESTE;2025-04-16 13:00:00;14271.109
S;SUL;2025-04-16 13:00:00;15341.671
SE;SUDESTE;2025-04-16 13:00:00;47931.574
N;NORTE;2025-04-16 14:00:00;9117.308
NE;NORDESTE;2025-04-16 14:00:00;14631.714
S;SUL;2025-04-16 14:00:00;15606.41
SE;SUDESTE;2025-04-16 14:00:00;48858.889
N;NORTE;2025-04-16 15:00:00;9103.066
NE;NORDESTE;2025-04-16 15:00:00;14917.579
S;SUL;2025-04-16 15:00:00;15468.013
SE;SUDESTE;2025-04-16 15:00:00;49292.303
N;NORTE;2025-04-16 16:00:00;9022.06899999
NE;NORDESTE;2025-04-16 16:00:00;15323.12499999
S;SUL;2025-04-16 16:00:00;15813.836
SE;SUDESTE;2025-04-16 16:00:00;49110.412
N;NORTE;2025-04-16 17:00:00;8751.137
NE;NORDESTE;2025-04-16 17:00:00;15135.81999999
S;SUL;2025-04-16 17:00:00;15751.688
SE;SUDESTE;2025-04-16 17:00:00;48836.63899999
N;NORTE;2025-04-16 18:00:00;8603.401
NE;NORDESTE;2025-04-16 18:00:00;15663.346
S;SUL;2025-04-16 18:00:00;16551.62999999
SE;SUDESTE;2025-04-16 18:00:00;51576.895
N;NORTE;2025-04-16 19:00:00;8834.958
NE;NORDESTE;2025-04-16 19:00:00;15535.05
S;SUL;2025-04-16 19:00:00;16572.65199999
SE;SUDESTE;2025-04-16 19:00:00;51057.08299999
N;NORTE;2025-04-16 20:00:00;8917.385
NE;NORDESTE;2025-04-16 20:00:00;15371.60099999
S;SUL;2025-04-16 20:00:00;15815.237
SE;SUDESTE;2025-04-16 20:00:00;50189.538
N;NORTE;2025-04-16 21:00:00;9045.722
NE;NORDESTE;2025-04-16 21:00:00;15846.648
S;SUL;2025-04-16 21:00:00;15291.097
SE;SUDESTE;2025-04-16 21:00:00;49233.744
N;NORTE;2025-04-16 22:00:00;9129.798
NE;NORDESTE;2025-04-16 22:00:00;15839.68499999
S;SUL;2025-04-16 22:00:00;14415.827
SE;SUDESTE;2025-04-16 22:00:00;46850.313
N;NORTE;2025-04-16 23:00:00;9083.78999999
NE;NORDESTE;2025-04-16 23:00:00;15467.584
S;SUL;2025-04-16 23:00:00;13138.77899999
SE;SUDESTE;2025-04-16 23:00:00;43716.937
N;NORTE;2025-04-17 00:00:00;8883.818
NE;NORDESTE;2025-04-17 00:00:00;14919.012
S;SUL;2025-04-17 00:00:00;12033.138
SE;SUDESTE;2025-04-17 00:00:00;40788.11199999
N;NORTE;2025-04-17 01:00:00;8645.46399999
NE;NORDESTE;2025-04-17 01:00:00;14439.94
S;SUL;2025-04-17 01:00:00;11282.79
SE;SUDESTE;2025-04-17 01:00:00;38599.394
N;NORTE;2025-04-17 02:00:00;8399.71999999
NE;NORDESTE;2025-04-17 02:00:00;14084.61199999
S;SUL;2025-04-17 02:00:00;10843.36999999
SE;SUDESTE;2025-04-17 02:00:00;37349.58799999
N;NORTE;2025-04-17 03:00:00;8192.749
NE;NORDESTE;2025-04-17 03:00:00;13839.145
S;SUL;2025-04-17 03:00:00;10703.474
SE;SUDESTE;2025-04-17 03:00:00;36837.11999999
N;NORTE;2025-04-17 04:00:00;8034.79099999
NE;NORDESTE;2025-04-17 04:00:00;13682.981
S;SUL;2025-04-17 04:00:00;10802.268
SE;SUDESTE;2025-04-17 04:00:00;37018.89
N;NORTE;2025-04-17 05:00:00;7907.86599999
NE;NORDESTE;2025-04-17 05:00:00;13368.55599999
S;SUL;2025-04-17 05:00:00;11492.07899999
SE;SUDESTE;2025-04-17 05:00:00;38657.735
N;NORTE;2025-04-17 06:00:00;7672.205
NE;NORDESTE;2025-04-17 06:00:00;13053.859
S;SUL;2025-04-17 06:00:00;12837.547
SE;SUDESTE;2025-04-17 06:00:00;41049.44599999
N;NORTE;2025-04-17 07:00:00;7577.57399999
NE;NORDESTE;2025-04-17 07:00:00;13202.774
S;SUL;2025-04-17 07:00:00;14364.217
SE;SUDESTE;2025-04-17 07:00:00;43244.266
N;NORTE;2025-04-17 08:00:00;7838.214
NE;NORDESTE;2025-04-17 08:00:00;13584.36799999
S;SUL;2025-04-17 08:00:00;15339.994
SE;SUDESTE;2025-04-17 08:00:00;44966.81099999
N;NORTE;2025-04-17 09:00:00;8014.13899999
NE;NORDESTE;2025-04-17 09:00:00;13786.92499999
S;SUL;2025-04-17 09:00:00;15238.562
SE;SUDESTE;2025-04-17 09:00:00;45646.50399999
N;NORTE;2025-04-17 10:00:00;8270.84899999
NE;NORDESTE;2025-04-17 10:00:00;13896.579
S;SUL;2025-04-17 10:00:00;15268.206
SE;SUDESTE;2025-04-17 10:00:00;46453.623
N;NORTE;2025-04-17 11:00:00;8473.28299999
NE;NORDESTE;2025-04-17 11:00:00;13849.379
S;SUL;2025-04-17 11:00:00;15117.567
SE;SUDESTE;2025-04-17 11:00:00;47886.912
N;NORTE;2025-04-17 12:00:00;8435.914
NE;NORDESTE;2025-04-17 12:00:00;13509.276
S;SUL;2025-04-17 12:00:00;14091.11699999
SE;SUDESTE;2025-04-17 12:00:00;47811.39
N;NORTE;2025-04-17 13:00:00;8608.748
NE;NORDESTE;2025-04-17 13:00:00;13735.176
S;SUL;2025-04-17 13:00:00;14689.44899999
SE;SUDESTE;2025-04-17 13:00:00;47990.563
N;NORTE;2025-04-17 14:00:00;8875.42599999
NE;NORDESTE;2025-04-17 14:00:00;14096.523
S;SUL;2025-04-17 14:00:00;15212.454
SE;SUDESTE;2025-04-17 14:00:00;48462.525
N;NORTE;2025-04-17 15:00:00;8978.28799999
NE;NORDESTE;2025-04-17 15:00:00;14245.28
S;SUL;2025-04-17 15:00:00;15558.341
SE;SUDESTE;2025-04-17 15:00:00;49318.095
N;NORTE;2025-04-17 16:00:00;8981.632
NE;NORDESTE;2025-04-17 16:00:00;14525.968
S;SUL;2025-04-17 16:00:00;15979.008
SE;SUDESTE;2025-04-17 16:00:00;50017.387
N;NORTE;2025-04-17 17:00:00;8787.289
NE;NORDESTE;2025-04-17 17:00:00;14738.816
S;SUL;2025-04-17 17:00:00;15825.27
SE;SUDESTE;2025-04-17 17:00:00;49871.509
N;NORTE;2025-04-17 18:00:00;8745.928
NE;NORDESTE;2025-04-17 18:00:00;15376.508
S;SUL;2025-04-17 18:00:00;16430.204
SE;SUDESTE;2025-04-17 18:00:00;52255.64399999
N;NORTE;2025-04-17 19:00:00;8813.73599999
NE;NORDESTE;2025-04-17 19:00:00;15148.233
S;SUL;2025-04-17 19:00:00;16213.12699999
SE;SUDESTE;2025-04-17 19:00:00;51291.425
N;NORTE;2025-04-17 20:00:00;8802.715
NE;NORDESTE;2025-04-17 20:00:00;15030.769
S;SUL;2025-04-17 20:00:00;15352.70599999
SE;SUDESTE;2025-04-17 20:00:00;50024.39499999
N;NORTE;2025-04-17 21:00:00;8909.431
NE;NORDESTE;2025-04-17 21:00:00;15390.84499999
S;SUL;2025-04-17 21:00:00;14797.591
SE;SUDESTE;2025-04-17 21:00:00;49020.176
N;NORTE;2025-04-17 22:00:00;9002.85199999
NE;NORDESTE;2025-04-17 22:00:00;15540.011
S;SUL;2025-04-17 22:00:00;14027.604
SE;SUDESTE;2025-04-17 22:00:00;47195.853
N;NORTE;2025-04-17 23:00:00;8956.325
NE;NORDESTE;2025-04-17 23:00:00;15271.967
S;SUL;2025-04-17 23:00:00;12917.74399999
SE;SUDESTE;2025-04-17 23:00:00;44789.55999999
N;NORTE;2025-04-18 00:00:00;8831.25799999
NE;NORDESTE;2025-04-18 00:00:00;14719.333
S;SUL;2025-04-18 00:00:00;12038.86799999
SE;SUDESTE;2025-04-18 00:00:00;42184.516
N;NORTE;2025-04-18 01:00:00;8614.148
NE;NORDESTE;2025-04-18 01:00:00;14353.464
S;SUL;2025-04-18 01:00:00;11235.411
SE;SUDESTE;2025-04-18 01:00:00;39707.117
N;NORTE;2025-04-18 02:00:00;8314.99299999
NE;NORDESTE;2025-04-18 02:00:00;13922.306
S;SUL;2025-04-18 02:00:00;10629.238
SE;SUDESTE;2025-04-18 02:00:00;38137.385
N;NORTE;2025-04-18 03:00:00;8158.89699999
NE;NORDESTE;2025-04-18 03:00:00;13642.549
S;SUL;2025-04-18 03:00:00;10300.83499999
SE;SUDESTE;2025-04-18 03:00:00;37034.911
N;NORTE;2025-04-18 04:00:00;8019.681
NE;NORDESTE;2025-04-18 04:00:00;13407.55899999
S;SUL;2025-04-18 04:00:00;10072.478
SE;SUDESTE;2025-04-18 04:00:00;36569.958
N;NORTE;2025-04-18 05:00:00;7870.524
NE;NORDESTE;2025-04-18 05:00:00;12811.748
S;SUL;2025-04-18 05:00:00;9910.751
SE;SUDESTE;2025-04-18 05:00:00;36309.906
N;NORTE;2025-04-18 06:00:00;7534.169
NE;NORDESTE;2025-04-18 06:00:00;11910.02099999
S;SUL;2025-04-18 06:00:00;9866.688
SE;SUDESTE;2025-04-18 06:00:00;35730.691
N;NORTE;2025-04-18 07:00:00;7334.139
NE;NORDESTE;2025-04-18 07:00:00;11254.24599999
S;SUL;2025-04-18 07:00:00;10026.437
SE;SUDESTE;2025-04-18 07:00:00;36403.951
N;NORTE;2025-04-18 08:00:00;7270.64399999
NE;NORDESTE;2025-04-18 08:00:00;10720.70299999
S;SUL;2025-04-18 08:00:00;10398.007
SE;SUDESTE;2025-04-18 08:00:00;37614.422
N;NORTE;2025-04-18 09:00:00;7290.092
NE;NORDESTE;2025-04-18 09:00:00;10378.687
S;SUL;2025-04-18 09:00:00;10610.893
SE;SUDESTE;2025-04-18 09:00:00;38479.136
N;NORTE;2025-04-18 10:00:00;7430.138
NE;NORDESTE;2025-04-18 10:00:00;10330.089
S;SUL;2025-04-18 10:00:00;10694.17
SE;SUDESTE;2025-04-18 10:00:00;39431.176
N;NORTE;2025-04-18 11:00:00;7622.62799999
NE;NORDESTE;2025-04-18 11:00:00;10385.74999999
S;SUL;2025-04-18 11:00:00;11056.717
SE;SUDESTE;2025-04-18 11:00:00;40823.252
N;NORTE;2025-04-18 12:00:00;7675.36699999
NE;NORDESTE;2025-04-18 12:00:00;10237.044
S;SUL;2025-04-18 12:00:00;10734.06799999
SE;SUDESTE;2025-04-18 12:00:00;41659.802
N;NORTE;2025-04-18 13:00:00;7878.482
NE;NORDESTE;2025-04-18 13:00:00;10188.83799999
S;SUL;2025-04-18 13:00:00;10464.926
SE;SUDESTE;2025-04-18 13:00:00;40730.064
N;NORTE;2025-04-18 14:00:00;8025.504
NE;NORDESTE;2025-04-18 14:00:00;10608.63899999
S;SUL;2025-04-18 14:00:00;10181.47
SE;SUDESTE;2025-04-18 14:00:00;40075.058
N;NORTE;2025-04-18 15:00:00;7879.399
NE;NORDESTE;2025-04-18 15:00:00;11094.0
S;SUL;2025-04-18 15:00:00;10342.33399999
SE;SUDESTE;2025-04-18 15:00:00;39832.407
N;NORTE;2025-04-18 16:00:00;7906.34399999
NE;NORDESTE;2025-04-18 16:00:00;11737.30699999
S;SUL;2025-04-18 16:00:00;11185.604
SE;SUDESTE;2025-04-18 16:00:00;40243.49899999
N;NORTE;2025-04-18 17:00:00;7951.889
NE;NORDESTE;2025-04-18 17:00:00;12683.306
S;SUL;2025-04-18 17:00:00;12123.64
SE;SUDESTE;2025-04-18 17:00:00;42730.021
N;NORTE;2025-04-18 18:00:00;8261.71599999
NE;NORDESTE;2025-04-18 18:00:00;13844.013
S;SUL;2025-04-18 18:00:00;13848.004
SE;SUDESTE;2025-04-18 18:00:00;46307.107
N;NORTE;2025-04-18 19:00:00;8479.739
